ID,类别,名称,描述,强度（AI）,较强兵种ID,行动速率,获得机率,出兵称号影响,新建资金,新建所需技术,是否外壳,水边新建,攻击,防御,攻击半径,能否反击,能否被反击,斜向攻击,箭矢攻击,凌空攻击,近身攻击,只能在移动前攻击,建筑伤害系数,建筑反击承受率,计略范围,斜向计略,视野半径,斜向视野,伤兵概率,行动力,单一适性种类,平原适性,草地适性,森林适性,湿地适性,山地适性,水域适性,峻岭适性,荒地适性,沙漠适性,雪地适性,平原乘数,草地乘数,森林乘数,湿地乘数,山地乘数,水域乘数,峻岭乘数,荒地乘数,沙漠乘数,雪地乘数,受火伤率,势力编队上限,每个士兵每天消耗的粮草数,口粮天数,每补充1人所需的技巧点数,成军最小规模,一个单位规模所增加的攻击力,一个单位规模所增加的防御力,最大规模,能否升级,升级成的兵种ID,升级经验,每一百经验增加的攻击力,每一百经验增加的防御力,攻击默认,攻击目标,施展默认,施展目标,影响列表,资金上限,变换至兵种,最低统率(AI),新编条件
602,4,军营,使邻近的部队防御增加更多、更有效减少疲累、并回复伤兵【相关技巧：军营建设】,8,604,10,0,294,0,0,false,false,20,6000,0,false,true,false,false,false,false,false,0,0,0,false,3,false,100,0,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,10,9,10,1000,0,0,1000,false,-1,0,0,6,0,7,0,3,6522 6540 691 618,0,603,30,
603,4,军营建造,可兴建军营的部队，军营使邻近的部队防御增加更多、更有效减少疲累、并回复伤兵【相关技巧：军营建设】,8,605,10,0,294,20000,500,false,false,20,300,0,false,true,false,false,false,false,false,0,0,0,false,3,false,100,10,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,1,90,10,1000,0,0,1000,false,-1,0,0,0,0,7,0,3,,0,602,30,
604,4,城塞,使邻近的部队防御增加很多、且不会疲累、并回复伤兵及增加士气【相关技巧：石工研究】,15,,10,0,294,0,0,false,false,20,9000,0,false,true,false,false,false,false,false,0,0,0,false,4,false,100,0,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,10,9,20,1000,0,0,1000,false,-1,0,0,9,0,7,0,3,6523 6541 6560 693 618,0,605,30,
605,4,城塞建造,可兴建城塞的部队，城塞使邻近的部队防御增加很多、且不会疲累、并回复伤兵及增加士气【相关技巧：石工研究】,15,,10,0,294,40000,1000,false,false,20,300,0,false,true,false,false,false,false,false,0,0,0,false,4,false,100,10,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,1,90,20,1000,0,0,1000,false,-1,0,0,0,0,7,0,3,,0,604,30,
610,4,战鼓台,使邻近的部队增加暴击率及战意【相关技巧：防御建设】,5,612,0,0,294,0,0,false,false,20,2400,0,false,true,false,false,false,false,false,0,0,0,false,2,false,100,0,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,10,9,5,1000,0,0,1000,false,-1,0,0,2,0,7,0,3,650 660 618,0,611,30,
611,4,战鼓台建造,可兴建战鼓台的部队，鼓台使邻近的部队增加暴击率及战意【相关技巧：防御建设】,5,613,0,0,294,5000,200,false,false,20,300,0,false,true,false,false,false,false,false,0,0,0,false,2,false,100,10,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,1,90,5,1000,0,0,1000,false,-1,0,0,0,0,7,0,3,,0,610,30,
612,4,舞乐台,使邻近的部队增加更多暴击率及战意【相关技巧：强化木工】,10,,0,0,294,0,0,false,false,20,3600,0,false,true,false,false,false,false,false,0,0,0,false,3,false,100,0,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,10,9,10,1000,0,0,1000,false,-1,0,0,3,0,7,0,3,651 661 618,0,613,30,
613,4,舞乐台建造,可兴建舞乐台的部队，舞乐台使邻近的部队增加更多暴击率及战意【相关技巧：强化木工】,10,,0,0,294,10000,500,false,false,20,300,0,false,true,false,false,false,false,false,0,0,0,false,3,false,100,10,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,1,90,10,1000,0,0,1000,false,-1,0,0,0,0,7,0,3,,0,612,30,
614,4,望楼,具备高视野的设施【相关技巧：阵建设】,2,616,0,0,294,0,0,false,false,20,1200,0,false,true,false,false,false,false,false,0,0,0,false,6,true,100,0,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,2,45,1,1000,0,0,1000,false,-1,0,0,1,0,7,0,3,618,0,615,30,
615,4,望楼建造,可兴建望楼的部队，望楼是具备高视野的设施【相关技巧：阵建设】,2,617,0,0,294,1000,100,false,false,20,300,0,false,true,false,false,false,false,false,0,0,0,false,6,false,100,10,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,1,90,1,1000,0,0,1000,false,-1,0,0,0,0,7,0,3,,0,614,30,
616,4,大望楼,具备极高视野的设施【相关技巧：军营建设】,5,,0,0,294,0,0,false,false,20,2000,0,false,true,false,false,false,false,false,0,0,0,false,8,true,100,0,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,2,45,2,1000,0,0,1000,false,-1,0,0,2,0,7,0,3,618,0,617,30,
617,4,大望楼建造,可兴建大望楼的部队，大望楼是具备极高视野的设施【相关技巧：军营建设】,5,,0,0,294,2000,200,false,false,20,300,0,false,true,false,false,false,false,false,0,0,0,false,8,false,100,10,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,1,90,2,1000,0,0,1000,false,-1,0,0,0,0,7,0,3,,0,616,30,
620,4,箭楼,能向所有邻近敌部队进行攻击【相关技巧：防御建设】,4,622,20,0,294,0,0,false,false,100,2400,2,false,false,true,true,true,false,false,0,0,0,false,2,true,100,0,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,10,9,5,1000,0,0,1000,false,-1,0,1,2,0,7,0,3,386 610 618,0,621,30,
621,4,箭楼建造,可兴建箭楼的部队，箭楼能向所有邻近敌部队进行攻击【相关技巧：防御建设】,4,623,20,0,294,10000,200,false,false,20,300,0,false,true,false,false,false,false,false,0,0,0,false,2,false,100,10,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,1,90,5,1000,0,0,1000,false,-1,0,0,0,0,7,0,3,,0,620,30,
622,4,连弩楼,能向所有邻近敌部队进行攻击【相关技巧：强化木工】,8,624,20,0,294,0,0,false,false,200,3600,3,false,false,true,true,true,false,false,0,0,0,false,3,true,100,0,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,10,9,10,1000,0,0,1000,false,-1,0,2,4,0,7,0,3,386 401 610 618,0,623,30,
623,4,连弩楼建造,可兴建连弩楼的部队，连弩楼能向所有邻近敌部队进行攻击【相关技巧：强化木工】,8,625,20,0,294,20000,500,false,false,20,300,0,false,true,false,false,false,false,false,0,0,0,false,3,false,100,10,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,1,90,10,1000,0,0,1000,false,-1,0,0,0,0,7,0,3,,0,622,30,
624,4,投石台,能向所有邻近敌部队进行攻击【相关技巧：石工研究】,15,,20,0,294,0,0,false,false,300,4800,4,false,false,true,false,true,false,false,0,0,0,false,4,true,100,0,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,10,9,20,1000,0,0,1000,false,-1,0,3,6,0,7,0,3,386 403 610 618,0,625,30,
625,4,投石台建造,可兴建投石台的部队，投石台能向所有邻近敌部队进行攻击【相关技巧：石工研究】,15,,20,0,294,40000,1000,false,false,20,300,0,false,true,false,false,false,false,false,0,0,0,false,4,false,100,10,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,1,90,20,1000,0,0,1000,false,-1,0,0,0,0,7,0,3,,0,624,30,
630,4,石兵八阵,使邻近敌部队有一定机率陷入混乱【相关技巧：石阵研究】,20,,0,0,294,0,0,false,false,20,3600,0,false,true,false,false,false,false,false,0,0,0,false,2,false,100,0,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,10,9,20,1000,0,0,1000,false,-1,0,0,6,0,7,0,3,671 6997 618,0,631,30,
631,4,石兵八阵建造,可兴建石兵八阵的部队，石兵八阵使邻近敌部队有一定机率陷入混乱【相关技巧：石阵研究】,20,,0,0,294,40000,1000,false,false,20,300,0,false,true,false,false,false,false,false,0,0,0,false,2,false,100,10,0,5,5,8,20,7,20,100,7,20,20,1,1,1,1,1,1,1,1,1,1,1,500,1,90,20,1000,0,0,1000,false,-1,0,0,0,0,7,0,3,,0,630,30,
