ID,类别,等级,战斗,名称,描述,条件,影响列表,条件列表,建筑条件,势力条件,自动习得机率,习得对话,习得传令官对话,全地图数目上限,势力数目上限,继承机率,将军,勇将,军师,识者,智将,君主,全能,平凡文,平凡武,庸才,相关能力
1744,21,3,false,右长史,•计略获得技巧点数为基本值的1.2倍•计略成功致敌混乱几率增加5%•计略成功率增加5%,•无法出生自带•无法出现于生成武将中•名声达到4000•不为势力君主•政治达到70•性格不为鲁莽•智谋达到75•计略成功次数达到10,7033 7168 500 ,901 902 303 803 179 610 166 4091 ,,3043 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“右长史”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1745,21,3,false,侍御史,•降低城池俘虏逃跑机率5%•计略成功时敌方武将忠诚度下降1•说服能力增加50%,•无法出生自带•无法出现于生成武将中•名声达到4000•不为势力君主•政治达到70•性格不为鲁莽•智谋达到75•计略成功次数达到10,7263 6935 466 ,901 902 303 803 179 610 166 4091 ,,3043 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“侍御史”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1746,21,3,false,丞相史,•农业能力加成20%•商业能力加成20%•技术能力加成20%,•无法出生自带•无法出现于生成武将中•名声达到4000•不为势力君主•政治达到70,7000 7001 7002 ,901 902 303 803 179 ,,3043 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“丞相史”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1747,21,3,false,廷尉史,•统治能力增加100•降低城池俘虏逃跑机率20%•中计几率减少5%,•无法出生自带•无法出现于生成武将中•名声达到4000•不为势力君主•政治达到70•统率达到60,3 6121 510 ,901 902 303 803 179 155 ,,3043 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“廷尉史”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1748,21,3,false,兵曹掾,•每月自动获得技巧点数10000•内政获得技巧点数为基本值的1.2倍•器械有效（本条以下）•部队攻击力提高5%,•无法出生自带•无法出现于生成武将中•名声达到4000•不为势力君主•政治达到70•统率达到60•器械经验值达到1000,100 7030 294 410 ,901 902 303 803 179 155 240 ,,3043 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“兵曹掾”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1749,21,3,false,东曹掾,•计略成功率增加5%•斜向计略•仅对主将有效（本条以下）•计略的战意消耗减少3,•无法出生自带•无法出现于生成武将中•名声达到4000•不为势力君主•政治达到70•性格不为鲁莽•智谋达到75•计略成功次数达到40,500 272 281 7176 ,901 902 303 803 179 610 166 30912 ,,3043 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“东曹掾”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1750,21,3,false,西曹掾,•计略成功率增加5%•斜向视野•仅对主将有效（本条以下）•计略的战意消耗减少3,•无法出生自带•无法出现于生成武将中•名声达到4000•不为势力君主•政治达到70•性格不为鲁莽•智谋达到75•计略成功次数达到40,500 270 281 7176 ,901 902 303 803 179 610 166 30912 ,,3043 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“西曹掾”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1751,21,3,false,文学掾,•开发技术所需时间减少5%•进行内政工作不需要消耗资金•技术能力加成30%,•无法出生自带•无法出现于生成武将中•名声达到4000•不为势力君主•政治达到70•性格不为鲁莽•智谋达到80,7284 30 7300 ,901 902 303 803 179 610 170 ,,3043 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“文学掾”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1752,21,3,false,太常掾,•视野范围内友军战意每天增加1•同部队武将疲累度10%机率不会增加•伤兵每天自动恢复0.3个基本单位,•无法出生自带•无法出现于生成武将中•名声达到4000•不为势力君主•政治达到70•性格不为鲁莽•智谋达到75•计略成功次数达到10,7193 6515 618 ,901 902 303 803 179 610 166 4091 ,,3043 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“太常掾”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1753,21,2,false,太史丞,•民心能力加成20%•内政获得技巧点数为基本值的1.2倍,•无法出生自带•无法出现于生成武将中•名声达到2000•不为势力君主•政治达到65,7004 7030 ,901 902 301 803 30909 ,,3042 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“太史丞”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1754,21,2,false,太乐丞,•所在部队每天战意增长2•煽动能力增加20%,•无法出生自带•无法出现于生成武将中•名声达到2000•不为势力君主•政治达到65•性格不为鲁莽•计略成功次数达到5•智谋达到70,7188 7139 ,901 902 301 803 30909 610 4090 165 ,,3042 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“太乐丞”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1755,21,2,false,太祝丞,•民心能力增加200•自身疲累度10%机率不会增加,•无法出生自带•无法出现于生成武将中•名声达到2000•不为势力君主•政治达到65,7308 6510 ,901 902 301 803 30909 ,,3042 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“太祝丞”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1756,21,2,false,太卜丞,•农业能力加成20%•农业获得势力声望为基本值的1.2倍,•无法出生自带•无法出现于生成武将中•名声达到2000•不为势力君主•政治达到65,7000 7006 ,901 902 301 803 30909 ,,3042 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“太仆丞”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1757,21,2,false,太医丞,•伤兵每天自动恢复0.5个基本单位•允许使用“医治”计略,•无法出生自带•无法出现于生成武将中•名声达到2000•不为势力君主•政治达到65•性格不为鲁莽•计略成功次数达到5•智谋达到70,616 860 ,901 902 301 803 30909 610 4090 165 ,,3042 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“太医丞”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1758,21,2,false,尚书丞,•商业能力加成20%•技术能力加成20%,•无法出生自带•无法出现于生成武将中•名声达到2000•不为势力君主•政治达到65,7001 7002 ,901 902 301 803 30909 ,,3042 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“尚书丞”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1759,21,2,false,中书丞,•农业能力加成20%•技术能力加成20%,•无法出生自带•无法出现于生成武将中•名声达到2000•不为势力君主•政治达到65,7000 7002 ,901 902 301 803 30909 ,,3042 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“中书丞”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1760,21,2,false,符节丞,•获得士兵信任度增加20%•流言能力增加20%,•无法出生自带•无法出现于生成武将中•名声达到2000•不为势力君主•政治达到65•统率达到60,7108 7141 ,901 902 301 803 30909 155 ,,3042 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“符节丞”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1761,21,2,false,明堂丞,•计略成功致敌混乱几率增加5%•内政获得技巧点数为基本值的1.2倍,•无法出生自带•无法出现于生成武将中•名声达到2000•不为势力君主•政治达到65•性格不为鲁莽•计略成功次数达到5•智谋达到70,7168 7030 ,901 902 301 803 30909 610 4090 165 ,,3042 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“明堂丞”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1762,21,2,false,灵台丞,•搜索能力增加20%•内政获得技巧点数为基本值的1.2倍,•无法出生自带•无法出现于生成武将中•名声达到2000•不为势力君主•政治达到65•智谋达到70,7143 7030 ,901 902 301 803 30909 165 ,,3042 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“灵台丞”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1763,21,1,false,县尉,•技术能力增加50,•无法出生自带•无法出现于生成武将中•名声达到1000•不为势力君主•政治达到60,7288 ,901 902 300 803 30908 ,,3041 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“县尉”。,9999,5,0,0,0,0,0,0,0,0,0,0,0,0
1764,21,1,false,县丞,•耐久能力增加50,•无法出生自带•无法出现于生成武将中•名声达到1000•不为势力君主•政治达到60,7291 ,901 902 300 803 30908 ,,3041 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“县丞”。,9999,5,0,0,0,0,0,0,0,0,0,0,0,0
1765,21,1,false,县长,•民心能力增加50,•无法出生自带•无法出现于生成武将中•名声达到1000•不为势力君主•政治达到60,7290 ,901 902 300 803 30908 ,,3041 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“县长”。,9999,5,0,0,0,0,0,0,0,0,0,0,0,0
1766,21,1,false,县令,•统治能力增加50,•无法出生自带•无法出现于生成武将中•名声达到1000•不为势力君主•政治达到60,7289 ,901 902 300 803 30908 ,,3041 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“县令”。,9999,5,0,0,0,0,0,0,0,0,0,0,0,0
1767,21,1,false,钟官,•商业能力增加50,•无法出生自带•无法出现于生成武将中•名声达到1000•不为势力君主•政治达到55,7287 ,901 902 300 803 30907 ,,3040 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“钟官”。,9999,5,0,0,0,0,0,0,0,0,0,0,0,0
1768,21,1,false,导官,•农业能力增加50,•无法出生自带•无法出现于生成武将中•名声达到1000•不为势力君主•政治达到55,7286 ,901 902 300 803 30907 ,,3040 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“导官”。,9999,5,0,0,0,0,0,0,0,0,0,0,0,0
1769,21,1,false,主事,•民心技巧点数为基本值的1.2倍,•无法出生自带•无法出现于生成武将中•名声达到1000•不为势力君主•政治达到55,7050 ,901 902 300 803 30907 ,,3040 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“主事”。,9999,5,0,0,0,0,0,0,0,0,0,0,0,0
1770,21,1,false,御府,•统治技巧点数为基本值的1.2倍,•无法出生自带•无法出现于生成武将中•名声达到1000•不为势力君主•政治达到55,7049 ,901 902 300 803 30907 ,,3040 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“御府”。,9999,5,0,0,0,0,0,0,0,0,0,0,0,0
1771,21,1,false,尚方,•农业技巧点数为基本值的1.2倍,•无法出生自带•无法出现于生成武将中•名声达到1000•不为势力君主•政治达到55,7046 ,901 902 300 803 30907 ,,3040 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“尚方  ”。,9999,5,0,0,0,0,0,0,0,0,0,0,0,0
1772,21,1,false,书佐,•技术技巧点数为基本值的1.2倍,•无法出生自带•无法出现于生成武将中•名声达到1000•不为势力君主•政治达到55,7048 ,901 902 300 803 30907 ,,3040 ,10,不才必效死命！,%0大人上任以来恪尽职守，政绩斐然，今封为“书佐”。,9999,5,0,0,0,0,0,0,0,0,0,0,0,0
1900,5,10,false,皇后,•怀孕机率增加40%•诞下子女能力增加10•诞下子女有额外20%机率取得技能•诞下子女有额外20%机率取得特技•诞下子女有较高机率取得高2级称号•有7%机率诞下胞胎，每次最多3个•诞下子女有50%机率忠诚150,•无法出生自带•无法出现于生成武将中•名声达到15000•魅力达到100•与君主没有血缘关系•为女性•亲爱势力君主,6303 6313 6323 6333 6341 7272 6361 ,901 902 310 194 911 970 950 ,,3047 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“皇后”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1901,5,9,false,婕妤,•怀孕机率增加30%•诞下子女能力增加7•诞下子女有额外15%机率取得技能•诞下子女有额外10%机率取得特技•诞下子女有较高机率取得高1级称号•有5%机率诞下胞胎，每次最多2个•诞下子女有50%机率忠诚150,•无法出生自带•无法出现于生成武将中•名声达到10000•魅力达到95•与君主没有血缘关系•为女性•亲爱势力君主,6302 7267 6322 6331 6340 7271 6361 ,901 902 309 193 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“婕妤”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1902,5,9,false,经娥,•怀孕机率增加30%•诞下子女能力增加7•诞下子女有额外15%机率取得技能•诞下子女有额外10%机率取得特技•诞下子女有较高机率取得高1级称号•有5%机率诞下胞胎，每次最多2个•诞下子女有50%机率忠诚150,•无法出生自带•无法出现于生成武将中•名声达到10000•魅力达到95•与君主没有血缘关系•为女性•亲爱势力君主,6302 7267 6322 6331 6340 7271 6361 ,901 902 309 193 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“经娥”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1903,5,8,false,美人,•怀孕机率增加30%•诞下子女能力增加5•诞下子女有额外10%机率取得技能•诞下子女有额外5%机率取得特技•诞下子女有较高机率取得高1级称号•有5%机率诞下胞胎，每次最多2个•诞下子女有30%机率忠诚150,•无法出生自带•无法出现于生成武将中•名声达到9000•魅力达到95•与君主没有血缘关系•为女性•亲爱势力君主,6302 6312 6321 6330 6340 7271 6360 ,901 902 308 193 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“美人”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1904,5,8,false,容华,•怀孕机率增加30%•诞下子女能力增加5•诞下子女有额外10%机率取得技能•诞下子女有额外5%机率取得特技•诞下子女有较高机率取得高1级称号•有5%机率诞下胞胎，每次最多2个•诞下子女有30%机率忠诚150,•无法出生自带•无法出现于生成武将中•名声达到9000•魅力达到95•与君主没有血缘关系•为女性•亲爱势力君主,6302 6312 6321 6330 6340 7271 6360 ,901 902 308 193 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“容华”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1905,5,7,false,八子,•怀孕机率增加20%•诞下子女能力增加5•诞下子女有额外5%机率取得技能•诞下子女有额外5%机率取得特技•诞下子女有较高机率取得高1级称号,•无法出生自带•无法出现于生成武将中•名声达到8000•魅力达到90•与君主没有血缘关系•为女性•亲爱势力君主,6301 6312 6320 6330 6340 ,901 902 307 192 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“八子”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1906,5,7,false,充依,•怀孕机率增加20%•诞下子女能力增加5•诞下子女有额外5%机率取得技能•诞下子女有额外5%机率取得特技•诞下子女有较高机率取得高1级称号,•无法出生自带•无法出现于生成武将中•名声达到8000•魅力达到90•与君主没有血缘关系•为女性•亲爱势力君主,6301 6312 6320 6330 6340 ,901 902 307 192 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“充依”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1907,5,6,false,七子,•怀孕机率增加20%•诞下子女能力增加2•诞下子女有额外5%机率取得技能•诞下子女有额外2%机率取得特技,•无法出生自带•无法出现于生成武将中•名声达到6000•魅力达到90•与君主没有血缘关系•为女性•亲爱势力君主,6301 6311 6320 7269 ,901 902 305 192 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“七子”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1908,5,6,false,良人,•怀孕机率增加20%•诞下子女能力增加2•诞下子女有额外5%机率取得技能•诞下子女有额外2%机率取得特技,•无法出生自带•无法出现于生成武将中•名声达到6000•魅力达到90•与君主没有血缘关系•为女性•亲爱势力君主,6301 6311 6320 7269 ,901 902 305 192 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“良人”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1909,5,5,false,长使,•怀孕机率增加10%•诞下子女能力增加2•诞下子女有额外2%机率取得技能,•无法出生自带•无法出现于生成武将中•名声达到5000•魅力达到90•与君主没有血缘关系•为女性•亲爱势力君主,6300 6311 7268 ,901 902 304 192 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“长使”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1910,5,5,false,少使,•怀孕机率增加10%•诞下子女能力增加2•诞下子女有额外2%机率取得技能,•无法出生自带•无法出现于生成武将中•名声达到5000•魅力达到90•与君主没有血缘关系•为女性•亲爱势力君主,6300 6311 7268 ,901 902 304 192 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“少使”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1911,5,5,false,五官,•怀孕机率增加10%•诞下子女能力增加2•诞下子女有额外2%机率取得技能,•无法出生自带•无法出现于生成武将中•名声达到5000•魅力达到90•与君主没有血缘关系•为女性•亲爱势力君主,6300 6311 7268 ,901 902 304 192 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“五官”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1912,5,5,false,顺常,•怀孕机率增加10%•诞下子女能力增加2•诞下子女有额外2%机率取得技能,•无法出生自带•无法出现于生成武将中•名声达到5000•魅力达到90•与君主没有血缘关系•为女性•亲爱势力君主,6300 6311 7268 ,901 902 304 192 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“顺常”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1913,5,4,false,无涓,•怀孕机率增加10%•诞下子女能力增加1•诞下子女有额外2%机率取得技能,•无法出生自带•无法出现于生成武将中•名声达到4000•魅力达到85•与君主没有血缘关系•为女性•亲爱势力君主,6300 6310 7268 ,901 902 303 191 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“无涓”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1914,5,4,false,共和,•怀孕机率增加10%•诞下子女能力增加1•诞下子女有额外2%机率取得技能,•无法出生自带•无法出现于生成武将中•名声达到4000•魅力达到85•与君主没有血缘关系•为女性•亲爱势力君主,6300 6310 7268 ,901 902 303 191 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“共和”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1915,5,4,false,娱灵,•怀孕机率增加10%•诞下子女能力增加1•诞下子女有额外2%机率取得技能,•无法出生自带•无法出现于生成武将中•名声达到4000•魅力达到85•与君主没有血缘关系•为女性•亲爱势力君主,6300 6310 7268 ,901 902 303 191 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“娱灵”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1916,5,3,false,保林,•怀孕机率增加10%•诞下子女能力增加1,•无法出生自带•无法出现于生成武将中•名声达到3000•魅力达到85•与君主没有血缘关系•为女性•亲爱势力君主,6300 6310 ,901 902 302 191 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“保林”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1917,5,3,false,良使,•怀孕机率增加10%•诞下子女能力增加1,•无法出生自带•无法出现于生成武将中•名声达到3000•魅力达到85•与君主没有血缘关系•为女性•亲爱势力君主,6300 6310 ,901 902 302 191 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“良使”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1918,5,3,false,夜者,•怀孕机率增加10%•诞下子女能力增加1,•无法出生自带•无法出现于生成武将中•名声达到3000•魅力达到85•与君主没有血缘关系•为女性•亲爱势力君主,6300 6310 ,901 902 302 191 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“夜者”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1919,5,2,false,上家人子,•怀孕机率增加5%•诞下子女能力增加1,•无法出生自带•无法出现于生成武将中•名声达到2000•魅力达到80•与君主没有血缘关系•为女性•亲爱势力君主,7266 6310 ,901 902 301 190 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“上家人子”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1920,5,2,false,中家人子,•怀孕机率增加5%•诞下子女能力增加1,•无法出生自带•无法出现于生成武将中•名声达到2000•魅力达到80•与君主没有血缘关系•为女性•亲爱势力君主,7266 6310 ,901 902 301 190 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“中家人子”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1921,5,2,false,材人,•怀孕机率增加5%•诞下子女能力增加1,•无法出生自带•无法出现于生成武将中•名声达到2000•魅力达到80•与君主没有血缘关系•为女性•亲爱势力君主,7266 6310 ,901 902 301 190 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“材人”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1922,5,2,false,待诏掖庭,•怀孕机率增加5%•诞下子女能力增加1,•无法出生自带•无法出现于生成武将中•名声达到2000•魅力达到80•与君主没有血缘关系•为女性•亲爱势力君主,7266 6310 ,901 902 301 190 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“待诏掖庭”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1923,5,2,false,中宫史,•怀孕机率增加5%•诞下子女能力增加1,•无法出生自带•无法出现于生成武将中•名声达到2000•魅力达到80•与君主没有血缘关系•为女性•亲爱势力君主,7266 6310 ,901 902 301 190 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“中宫史”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1924,5,2,false,学事史,•怀孕机率增加5%•诞下子女能力增加1,•无法出生自带•无法出现于生成武将中•名声达到2000•魅力达到80•与君主没有血缘关系•为女性•亲爱势力君主,7266 6310 ,901 902 301 190 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“学事史”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1925,5,1,false,诸姬,•怀孕机率增加5%,•无法出生自带•无法出现于生成武将中•名声达到1000•魅力达到80•与君主没有血缘关系•为女性•亲爱势力君主,7266 ,901 902 300 190 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“诸姬”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1926,5,1,false,长御,•怀孕机率增加5%,•无法出生自带•无法出现于生成武将中•名声达到1000•魅力达到80•与君主没有血缘关系•为女性•亲爱势力君主,7266 ,901 902 300 190 911 970 950 ,,3046 ,10,谢主公恩典。,%0贤良淑德，舍尊位而祈国运，掩自身而祷昌明，其志其心，堪为后宫典范，今封为“长御”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
3000,3,8,true,大汉丞相,•所在建筑当天的内政效果增加10%•所在处当天人物忠诚度不会下降•视野范围内友军计略成功率增加5%•视野范围内友军中计几率减少5%,•无法出生自带•无法出现于生成武将中•为势力君主•无法习得,50 121 670 675 ,901 902 802 900 ,,,0,,,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0
3001,3,9,true,魏王,•所在建筑当天的内政效果增加20%•所在处当天人物忠诚度不会下降•视野范围内友军计略成功率增加7%•视野范围内友军中计几率减少7%•每1000名声，部队攻击力加0.5%,•无法出生自带•无法出现于生成武将中•为势力君主,51 121 7201 7202 630 ,901 902 802 ,,3046 ,1,,孤自封魏王，昭告天下。,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0
3002,3,10,true,大魏武帝,•所在建筑当天的内政效果增加30%•所在处当天人物忠诚度不会下降•视野范围内友军计略成功率增加10%•视野范围内友军中计几率减少10%•每1000名声，部队攻击力加1%•被“攻心”时无效•混乱时防御力不下降•视野范围内友军战意每天增加20•魅力增加10•攻击有7%几率造成敌军混乱•攻击时有1%几率造成三倍伤害,•无法出生自带•无法出现于生成武将中•为势力君主,52 121 671 676 631 590 609 663 6049 7249 7234 ,901 902 802 ,,3047 ,1,,驾六龙，乘风而行，九合诸侯，一匡天下！,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0
3010,3,8,true,大汉皇叔,•所在处当天人物忠诚度不会下降•建筑内新补充的士兵有60点士气•视野范围内友军攻击力增加5%•视野范围内非友军攻击力减少5%,•无法出生自带•无法出现于生成武将中•为势力君主•无法习得,121 7219 680 685 ,901 902 802 900 ,,,0,,,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0
3011,3,9,true,汉中王,•所在处当天人物忠诚度不会下降•建筑内新补充的士兵有70点士气•视野范围内友军攻击力增加7%•视野范围内非友军攻击力减少7%•每1000名声，部队防御力加0.5%,•无法出生自带•无法出现于生成武将中•为势力君主,121 7221 7210 7205 640 ,901 902 802 ,,3046 ,1,,孤自封汉中王，昭告天下。,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0
3012,3,10,true,汉昭烈帝,•所在处当天人物忠诚度不会下降•建筑内新补充的士兵有80点士气•视野范围内友军攻击力增加10%•视野范围内非友军攻击力减少10%•每1000名声，部队防御力加1%•被“攻心”时无效•混乱时防御力不下降•视野范围内友军战意每天增加20•魅力增加10•有9%几率抵抗攻击•攻击时有1%几率造成双倍伤害,•无法出生自带•无法出现于生成武将中•为势力君主,121 7223 681 686 641 590 609 663 6049 7253 7233 ,901 902 802 ,,3047 ,1,,今汉室已兴，全奈诸公，奸佞尽除，天下自此平矣！,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0
3020,3,8,true,江东儿郎,•建筑内人物工作效率提高10%•所在处当天人物忠诚度不会下降•视野范围内友军防御力增加5%•视野范围内非友军防御力减少5%,•无法出生自带•无法出现于生成武将中•为势力君主•无法习得,3040 121 690 695 ,901 902 802 900 ,,,0,,,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0
